Video,Frame.no.,Date.of.video,Colony,Date.of.analysis,Treatment,Year,Observer.doing.the.analysis,Length.in.pixels.of.Zone2,Length.in.pixels.of.Zone1,End.of.bridge,Ant.choice,Angle.measurement.1,Angle.measurement.2,Angle.measurement.3,Reason.for.NA..Angle.measurement.,Gaster.touching.the.paper,Comments
DSC_8662,11276,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11279,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11282,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,cant distinguish legs and shadows
DSC_8662,11285,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11288,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,no,
DSC_8662,11291,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,ant not sideways
DSC_8662,11294,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11297,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,no,
DSC_8662,11300,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,no,
DSC_8662,11303,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11306,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,55.844,55.92,57.829,,no,
DSC_8662,11309,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,cant distinguish legs
DSC_8662,11312,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11315,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant too blurry,na,ant too blurry
DSC_8662,11318,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,44.474,45.576,44.433,,na,Cant determine if gaster is touching or if paper shadows are skewing it to appear so
DSC_8662,11321,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,cant determine if gaster is touching or if paper shadows are skewing it to appear so
DSC_8662,11324,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,39.663,39.903,41.566,,na,cant determine if gaster is touching or if paper shadows are skewing it to appear so
DSC_8662,11327,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,ant not sideways
DSC_8662,11330,10/8/2023,C4F23,12/14/2023,Control,2023,Hayley,912.219,608.146,Right,Correct,NA,NA,NA,ant not sideways,na,ant not sideways
DSC_8701,1186,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,46.103,46.051,45.058,,na,
DSC_8701,1189,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,44.96,44.719,43.705,,yes,
DSC_8701,1192,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,NA,NA,NA,ant too blurry,na,
DSC_8701,1195,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,45.578,45.62,44.88,,na,
DSC_8701,1198,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,47.161,47.231,46.392,,no,
DSC_8701,1201,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,NA,NA,NA,ant too blurry,na,
DSC_8701,1204,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,41.362,41.788,40.23,,yes,
DSC_8701,1207,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,48.724,49.701,49.056,,no,
DSC_8701,1210,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,NA,NA,NA,ant too blurry,na,
DSC_8701,1213,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,44.469,43.698,43.092,,yes,
DSC_8701,1216,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,44.123,45.514,44.077,,yes,
DSC_8701,1219,10/18/2023,C6F23,11/3/2025,Control,2023,Chinmay,918.02,612.01,Left,Correct,44.975,44.188,45.975,,yes,
DSC_8720,9555,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9558,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9561,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9564,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9567,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9570,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9573,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9576,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9579,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9582,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9585,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9588,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9591,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,NA,NA,NA,ant too blurry,na,
DSC_8720,9594,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,45.509,46.951,46.132,,no,
DSC_8720,9597,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,47.253,46.774,46.947,,no,
DSC_8720,9600,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,46.333,46.876,47.584,,yes,
DSC_8720,9603,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,47.568,47.497,47.942,,yes,
DSC_8720,9606,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,47.4,47.134,46.92,,na,
DSC_8720,9609,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,45.852,44.491,45.968,,na,
DSC_8720,9612,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,48.642,47.659,47.857,,na,
DSC_8720,9615,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,46.469,45.415,45.392,,na,
DSC_8720,9618,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,45.743,46.427,45.49,,na,
DSC_8720,9621,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,48.219,48.545,47.701,,no,
DSC_8720,9624,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,53.826,52.284,52.067,,no,
DSC_8720,9627,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,51.432,51.244,50.289,,na,
DSC_8720,9630,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,54.234,55.026,54.604,,na,
DSC_8720,9633,10/23/2023,C6F23,11/3/2025,Control,2023,Chinmay,912.002,608.001,Right,Correct,55.905,54.028,55.305,,no,
DSC_8674,17993,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,17996,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,40.406,39.289,35.211,,na,cant distinguish legs
DSC_8674,17999,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,41.291,39.655,40.581,,na,cant distinguish legs
DSC_8674,18002,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18005,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,cant determine direction of ant,na,cant distinguish legs
DSC_8674,18008,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18011,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18014,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18017,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18020,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18023,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18026,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18029,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18032,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18035,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,na,cant distinguish legs
DSC_8674,18038,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18041,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18044,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,36.714,34.794,33.896,,no,
DSC_8674,18047,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18050,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18053,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8674,18056,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,36.638,39.341,39.806,,no,
DSC_8674,18059,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,37.807,36.87,37.764,,no,
DSC_8674,18062,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,39.417,38.641,39.354,,no,
DSC_8674,18065,10/12/2023,C3F23,12/14/2023,Control,2023,Hayley,792.003,528.002,Left,Correct,NA,NA,NA,ant not sideways,no,
DSC_8833,985,7/3/2024,C2F24,1/23/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,47.478,44.231,40.855,,No,
DSC_8833,988,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,45.476,43.584,40.32,,No,
DSC_8833,991,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,44.766,43.694,40.723,,No,
DSC_8833,994,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,997,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1000,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1003,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1006,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1009,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,33.183,32.092,34.312,,NA,
DSC_8833,1012,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1015,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1018,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1021,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1024,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1027,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1030,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1033,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,38.314,39.078,37.058,,No,
DSC_8833,1036,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,41.275,43.222,44.036,,No,
DSC_8833,1039,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,38.716,39.31,38.991,,No,
DSC_8833,1042,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1045,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1048,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1051,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1054,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1057,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1060,7/3/2024,C2F24,1/30/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1404,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,"Reason for big jump in the frames: Ant retraced a part of zone 1 earlier, so only included the later frames "
DSC_8833,1407,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1410,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1413,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,32.759,32.313,32.366,,NA,
DSC_8833,1416,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1419,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1422,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,37.257,36.742,36.333,,NA,
DSC_8833,1425,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,43.452,43.093,42.316,,NA,
DSC_8833,1428,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1431,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1434,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1437,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1440,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,44.466,43.507,44.293,,No,
DSC_8833,1443,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8833,1446,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8833,1449,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8833,1452,7/3/2024,C2F24,2/9/2025,Experimental,2024,Tiffany,498.58,770.53,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8908,5730,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,Ant was very blurry in every frame captured in video
DSC_8908,5733,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5736,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5739,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5742,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5745,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5748,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5751,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5754,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5757,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5760,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5763,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5766,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5769,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5772,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8908,5775,7/18/2024,C2F24,3/2/2025,Control,2024,Tiffany,445.01,687.74,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,876,7/19/2024,C3F24,3/12/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,879,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8913,882,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8913,885,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8913,888,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,891,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,894,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,897,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,900,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,903,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_8913,906,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,No,
DSC_8913,909,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,912,7/19/2024,C3F24,3/15/2025,Control,2024,Tiffany,468.01,723.29,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8913,915,7/19/2024,C3F24,11/20/2025,Control,2024,Chinmay,468.01,723.29,Right,Correct,47.275,46.1,46.934, ,NA,
DSC_8955,3873,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3876,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,Yes,
DSC_8955,3879,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3882,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3885,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3888,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3891,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3894,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3897,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3900,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3903,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3906,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3909,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3912,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3915,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,No,
DSC_8955,3918,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8955,3921,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8955,3924,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8955,3927,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant very blurry,NA,
DSC_8955,3930,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,50.477,49.457,50.018,,No,
DSC_8955,3933,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant not completely sideways,NA,
DSC_8955,3936,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,49.501,47.307,47.982,,No,
DSC_8955,3939,7/27/2024,C2F24,3/27/2025,Control,2024,Tiffany,542.13,837.83,Right,Correct,NA,NA,NA,Ant very burry,NA,
