"","Video","Frame.no.","Date.of.video","Colony","Date.of.analysis","Treatment","Year","Observer.doing.the.analysis","Length.in.pixels.of.Zone2","Length.in.pixels.of.Zone1","End.of.bridge","Ant.choice","Ant.fed.on.the.feeder","Angle.measurement.1","Angle.measurement.2","Angle.measurement.3","Reason.for.NA..Angle.measurement.","Gaster.touching.the.paper","Comments"
"1239","DSC_9503",5135,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",47.084,47.086,46.79,"","Yes",""
"1240","DSC_9503",5138,"11/11/2025","C1F25","11/14/2025","Control","2025","Chinmay",508.1,785.25,"Right","Correct","Yes",51.235,50.48,51.52,"",NA,""
"1241","DSC_9505",6314,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",50.755,51.881,50.906,"",NA,""
"1242","DSC_9505",6317,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",50.472,51.567,50.749,"",NA,""
"1243","DSC_9505",6320,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.764,50.425,50.964,"",NA,""
"1244","DSC_9505",6323,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",49.557,49.194,50.771,"",NA,""
"1245","DSC_9505",6326,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.929,49.841,48.826,"",NA,""
"1246","DSC_9505",6329,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",49.268,48.377,48.053,"",NA,""
"1247","DSC_9505",6332,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",52.235,51.521,51.539,"",NA,""
"1248","DSC_9505",6335,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",50.688,49.937,50.793,"",NA,""
"1249","DSC_9505",6338,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1250","DSC_9505",6341,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",49.841,49.473,48.535,"","Yes",""
"1251","DSC_9505",6344,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",49.483,49.597,49.005,"",NA,""
"1252","DSC_9505",6347,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.715,49.216,49.939,"",NA,""
"1253","DSC_9505",6350,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",49.781,49.629,50.791,"",NA,""
"1254","DSC_9505",6353,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.366,49.899,48.986,"","Yes",""
"1255","DSC_9505",6356,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1256","DSC_9505",6359,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",47.09,47.319,47.174,"","Yes",""
"1257","DSC_9505",6362,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",41.797,42.353,41.796,"","Yes",""
"1258","DSC_9505",6365,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",44.618,43.831,43.174,"","Yes",""
"1259","DSC_9505",6368,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",46.757,45.81,46.583,"","Yes",""
"1260","DSC_9505",6371,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1261","DSC_9505",6374,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1262","DSC_9505",6377,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1263","DSC_9505",6380,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1264","DSC_9505",6383,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1265","DSC_9505",6386,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1266","DSC_9505",6389,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1267","DSC_9505",6392,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1268","DSC_9505",6395,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1269","DSC_9505",6398,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1270","DSC_9505",6401,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1271","DSC_9505",6404,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1272","DSC_9505",6407,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1273","DSC_9505",6410,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1274","DSC_9505",6413,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1275","DSC_9505",6416,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1276","DSC_9505",6419,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1277","DSC_9505",6422,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1278","DSC_9505",6425,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1279","DSC_9505",6428,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1280","DSC_9505",6431,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1281","DSC_9505",6434,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1282","DSC_9505",6437,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1283","DSC_9505",6440,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1284","DSC_9505",6443,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1285","DSC_9505",6446,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1286","DSC_9505",6449,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1287","DSC_9505",6452,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",47.42,47.002,46.75,"",NA,""
"1288","DSC_9505",6455,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1289","DSC_9505",6458,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",46.254,47.42,47.096,"","Yes",""
"1290","DSC_9505",6461,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.652,48.762,48.633,"",NA,""
"1291","DSC_9505",6464,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",47.591,47.877,47.369,"","Yes",""
"1292","DSC_9505",6467,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1293","DSC_9505",6470,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",51.009,51.013,51.34,"",NA,""
"1294","DSC_9505",6473,"11/11/2025","C1F25","11/15/2025","Control","2025","Chinmay",506.04,782.07,"Right","Correct","Yes",48.108,47.545,48.131,"",NA,""
"1295","DSC_9507",3575,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1296","DSC_9507",3578,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1297","DSC_9507",3581,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1298","DSC_9507",3584,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1299","DSC_9507",3587,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1300","DSC_9507",3590,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1301","DSC_9507",3593,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1302","DSC_9507",3596,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",45.697,46.79,46.063,"","Yes",""
"1303","DSC_9507",3599,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",46.79,46.092,46.547,"","Yes",""
"1304","DSC_9507",3602,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"1305","DSC_9507",3605,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",50.072,50.106,50.711,"",NA,""
"1306","DSC_9507",3608,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",49.857,49.686,48.925,"",NA,""
"1307","DSC_9507",3611,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",49.055,49.851,49.991,"",NA,""
"1308","DSC_9507",3614,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",50.432,49.581,49.948,"",NA,""
"1309","DSC_9507",3617,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1310","DSC_9507",3620,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1311","DSC_9507",3623,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1312","DSC_9507",3626,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1313","DSC_9507",3629,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1314","DSC_9507",3632,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",46.041,46.548,46.637,"","Yes",""
"1315","DSC_9507",3635,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",47.291,48.918,47.291,"","Yes",""
"1316","DSC_9507",3638,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",46.279,47.432,47.231,"","Yes",""
"1317","DSC_9507",3641,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1318","DSC_9507",3644,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1319","DSC_9507",3647,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","Yes",""
"1320","DSC_9507",3650,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",45.498,46.872,46.175,"","Yes",""
"1321","DSC_9507",3653,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",45.491,45.725,45.528,"","Yes",""
"1322","DSC_9507",3656,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",46.565,47.406,47.749,"","Yes",""
"1323","DSC_9507",3659,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",49.635,48.918,49.846,"",NA,""
"1324","DSC_9507",3662,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",51.19,50.825,51.734,"",NA,""
"1325","DSC_9507",3665,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",49.548,50.826,50.332,"",NA,""
"1326","DSC_9507",3668,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1327","DSC_9507",3671,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",47.793,46.397,47.973,"","Yes",""
"1328","DSC_9507",3674,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",45.213,45.279,45.785,"","Yes",""
"1329","DSC_9507",3677,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1330","DSC_9507",3680,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1331","DSC_9507",3683,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1332","DSC_9507",3686,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1333","DSC_9507",3689,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant gaster not clearly visible","Yes",""
"1334","DSC_9507",3692,"11/12/2025","C1F25","11/17/2025","Control","2025","Chinmay",508,785.09,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1335","DSC_9509",5747,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1336","DSC_9509",5750,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1337","DSC_9509",5753,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1338","DSC_9509",5756,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1339","DSC_9509",5759,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1340","DSC_9509",5762,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant too blurry",NA,""
"1341","DSC_9509",5765,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1342","DSC_9509",5768,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1343","DSC_9509",5771,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1344","DSC_9509",5774,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1345","DSC_9509",5777,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1346","DSC_9509",5780,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1347","DSC_9509",5783,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1348","DSC_9509",5786,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1349","DSC_9509",5789,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1350","DSC_9509",5792,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1351","DSC_9509",5795,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1352","DSC_9509",5798,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1353","DSC_9509",5801,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1354","DSC_9509",5804,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1355","DSC_9509",5807,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1356","DSC_9509",5810,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1357","DSC_9509",5813,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1358","DSC_9509",5816,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1359","DSC_9509",5819,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1360","DSC_9509",5822,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1361","DSC_9509",5825,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1362","DSC_9509",5828,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1363","DSC_9509",5831,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1364","DSC_9509",5834,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1365","DSC_9509",5837,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1366","DSC_9509",5840,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1367","DSC_9509",5843,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1368","DSC_9509",5846,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1369","DSC_9509",5849,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1370","DSC_9509",5852,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1371","DSC_9509",5855,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1372","DSC_9509",5858,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1373","DSC_9509",5861,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1374","DSC_9509",5864,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1375","DSC_9509",5867,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1376","DSC_9509",5870,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1377","DSC_9509",5873,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1378","DSC_9509",5876,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1379","DSC_9509",5879,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1380","DSC_9509",5882,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1381","DSC_9509",5885,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1382","DSC_9509",5888,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1383","DSC_9509",5891,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1384","DSC_9509",5894,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1385","DSC_9509",5897,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1386","DSC_9509",5900,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1387","DSC_9509",5903,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1388","DSC_9509",5906,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
"1389","DSC_9509",5909,"11/12/2025","C2F25","11/17/2025","Control","2025","Chinmay",502.1,775.98,"Right","Correct","Yes",NA,NA,NA,"Ant on the side of the setup",NA,""
