"","Video","Frame.no.","Date.of.video","Colony","Date.of.analysis","Treatment","Year","Observer.doing.the.analysis","Length.in.pixels.of.Zone2","Length.in.pixels.of.Zone1","End.of.bridge","Ant.choice","Ant.fed.on.the.feeder","Angle.measurement.1","Angle.measurement.2","Angle.measurement.3","Reason.for.NA..Angle.measurement.","Gaster.touching.the.paper","Comments"
"413","DSC_8666",9126,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"414","DSC_8666",9129,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"415","DSC_8666",9132,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"416","DSC_8666",9135,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"417","DSC_8666",9138,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"418","DSC_8666",9141,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"419","DSC_8666",9144,"10/10/2023","C4F23","11/19/2025","Control","2023","Chinmay",874.021,582.681,"Left","Correct","Yes",46.193,45.881,45.451," ","na","ant too blurry"
"420","DSC_8666",9147,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"421","DSC_8666",9150,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"422","DSC_8666",9153,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"423","DSC_8666",9156,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"424","DSC_8666",9159,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"425","DSC_8666",9162,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"426","DSC_8666",9165,"10/10/2023","C4F23","12/14/2023","Control","2023","Hayley",874.021,582.681,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"427","DSC_8668",5277,"10/11/2023","C5F23","11/19/2025","Experimental","2023","Chinmay",944.076,629.384,"Right","Correct","Yes",45.981,46.866,46.88," ","na","ant too blurry"
"428","DSC_8668",5280,"10/11/2023","C5F23","11/19/2025","Experimental","2023","Chinmay",944.076,629.384,"Right","Correct","Yes",46.41,46.332,47.626," ","na","ant too blurry"
"429","DSC_8668",5283,"10/11/2023","C5F23","11/19/2025","Experimental","2023","Chinmay",944.076,629.384,"Right","Correct","Yes",47.726,47.708,47.045," ","na","ant too blurry"
"430","DSC_8668",5286,"10/11/2023","C5F23","11/19/2025","Experimental","2023","Chinmay",944.076,629.384,"Right","Correct","Yes",45.764,44.844,45.156," ","na","ant too blurry"
"431","DSC_8668",5289,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"432","DSC_8668",5292,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"433","DSC_8668",5295,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"434","DSC_8668",5298,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"435","DSC_8668",5301,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"436","DSC_8668",5304,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"437","DSC_8668",5307,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"438","DSC_8668",5310,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"439","DSC_8668",5313,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"440","DSC_8668",5316,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"441","DSC_8668",5319,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"442","DSC_8668",5322,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"443","DSC_8668",5325,"10/11/2023","C5F23","12/14/2023","Experimental","2023","Hayley",944.076,629.384,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na","ant too blurry"
"457","DSC_8672",18768,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",57.274,56.67,56.868,"","no",""
"458","DSC_8672",18771,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"459","DSC_8672",18774,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",54.315,54.514,53.31,"","no","Ant gaster a bit blurry, but can figure out the gaster curvature"
"460","DSC_8672",18777,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"461","DSC_8672",18780,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"462","DSC_8672",18783,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"463","DSC_8672",18786,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"464","DSC_8672",18789,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"465","DSC_8672",18792,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"466","DSC_8672",18795,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","no",""
"467","DSC_8672",18798,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",53.804,53.574,52.316,"","no","Ant gaster a bit blurry, but can figure out the gaster curvature"
"468","DSC_8672",18801,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",51.469,51.262,52.985,"","no","Ant gaster a bit blurry, but can figure out the gaster curvature"
"469","DSC_8672",18804,"10/12/2023","C4F23","6/24/2024","Control","2023","Chinmay",928,618.667,"Left","Correct","Yes",57.051,56.062,57.304,"","no","Ant gaster a bit blurry, but can figure out the gaster curvature"
"505","DSC_8691",27283,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",52.974,52.011,52.729,"","na","ant blurry so cannot tell if gaster is touching or not, but gaster curvature visible."
"506","DSC_8691",27286,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",51.746,51.597,52.742,"","yes","ant gaster coinciding with ant's shadow"
"507","DSC_8691",27289,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"508","DSC_8691",27292,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",52.275,53.492,53.653,"","yes","ant gaster coinciding with ant's shadow"
"509","DSC_8691",27295,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"510","DSC_8691",27298,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na",""
"511","DSC_8691",27301,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","",""
"512","DSC_8691",27304,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",53.718,53.831,53.616,"","na",""
"513","DSC_8691",27307,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",56.681,56.734,55.748,"","no",""
"514","DSC_8691",27310,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",53.964,53.548,53.616,"","na",""
"515","DSC_8691",27313,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","na",""
"516","DSC_8691",27316,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","na",""
"517","DSC_8691",27319,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",53.878,53.475,52.029,"","yes","ant gaster coinciding with ant's shadow"
"518","DSC_8691",27322,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","",""
"519","DSC_8691",27325,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",53.296,52.763,52.294,"","yes","ant gaster coinciding with ant's shadow"
"520","DSC_8691",27328,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","yes","ant gaster coinciding with ant's shadow"
"521","DSC_8691",27331,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","yes","ant gaster coinciding with ant's shadow"
"522","DSC_8691",27334,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","na",""
"523","DSC_8691",27337,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","na",""
"524","DSC_8691",27340,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",NA,NA,NA,"ant not sideways","na",""
"525","DSC_8691",27343,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",53.036,54.028,53.763,"","na",""
"526","DSC_8691",27346,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",51.159,51.063,52.971,"","yes",""
"527","DSC_8691",27349,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",55.735,55.891,56.466,"","na","ant gaster coinciding with ant's shadow"
"528","DSC_8691",27352,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",55.014,54.146,54.954,"","yes","ant gaster coinciding with ant's shadow"
"529","DSC_8691",27355,"10/17/2023","C6F23","6/24/2024","Control","2023","Chinmay",862.148,574.765,"Right","Correct","Yes",54.248,54.156,54.647,"","yes","ant gaster coinciding with ant's shadow"
"530","DSC_8703",7602,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",49.917,48.551,49.028,"","no",""
"531","DSC_8703",7605,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",50.931,51.718,51.308,"","no",""
"532","DSC_8703",7608,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",48.264,47.168,47.749,"","no",""
"533","DSC_8703",7611,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"534","DSC_8703",7614,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"535","DSC_8703",7617,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",49.821,49.297,49.616,"","no",""
"536","DSC_8703",7620,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",47.806,48.212,47.867,"","no",""
"537","DSC_8703",7623,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",49.31,47.829,49.028,"","no",""
"538","DSC_8703",7626,"10/19/2023","C6F23","6/25/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",52.284,52.295,50.887,"","no",""
"539","DSC_8703",7629,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",50.282,51.822,50.66,"","no",""
"540","DSC_8703",7632,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",47.011,47.753,47.05,"","no",""
"541","DSC_8703",7635,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"542","DSC_8703",7638,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",52.628,51.095,52.83,"","no",""
"543","DSC_8703",7641,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"544","DSC_8703",7644,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"545","DSC_8703",7647,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","no",""
"546","DSC_8703",7650,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",51.164,52.121,52.102,"","no",""
"547","DSC_8703",7653,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","na",""
"548","DSC_8703",7656,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"549","DSC_8703",7659,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",50.194,50.364,51.668,"","yes",""
"550","DSC_8703",7662,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",55.713,54.413,55.154,"","no",""
"551","DSC_8703",7665,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",47.045,47.231,46.129,"","no",""
"552","DSC_8703",7668,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"553","DSC_8703",7671,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"554","DSC_8703",7674,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"555","DSC_8703",7677,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"556","DSC_8703",7680,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"557","DSC_8703",7683,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"558","DSC_8703",7686,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"559","DSC_8703",7689,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",45.286,45.073,45.785,"","yes","ant gaster coinciding with ant's shadow"
"560","DSC_8703",7692,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",47.482,47.912,48.607,"","yes","ant gaster coinciding with ant's shadow"
"561","DSC_8703",7695,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","no",""
"562","DSC_8703",7698,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant not sideways","yes","ant gaster coinciding with ant's shadow"
"563","DSC_8703",7701,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",46.998,47.826,46.976,"","yes",""
"564","DSC_8703",7704,"10/19/2023","C6F23","6/26/2024","Control","2023","Chinmay",824.022,549.348,"Left","Correct","Yes",NA,NA,NA,"ant gaster curvature cannot be figured out","yes",""
"565","DSC_8707",1081,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"566","DSC_8707",1084,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"567","DSC_8707",1087,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"568","DSC_8707",1090,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"569","DSC_8707",1093,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"570","DSC_8707",1096,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"571","DSC_8707",1099,"10/20/2023","C3F23","6/27/2024","Control","2023","Chinmay",816.061,544.041,"Left","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"572","DSC_8712",11944,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"573","DSC_8712",11947,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"574","DSC_8712",11950,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",49.514,49.972,51.667,"","na",""
"575","DSC_8712",11953,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"576","DSC_8712",11956,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"577","DSC_8712",11959,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"578","DSC_8712",11962,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"579","DSC_8712",11965,"10/20/2023","C5F23","6/27/2024","Control","2023","Chinmay",854.009,569.339,"Right","Correct","Yes",NA,NA,NA,"ant too blurry","na",""
"580","DSC_9181",391,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"581","DSC_9181",394,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant not completely sideways",NA,""
"582","DSC_9181",397,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",48.126,49.146,48.909,"",NA,""
"583","DSC_9181",400,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",44.754,43.568,43.841,"","Yes",""
"584","DSC_9181",403,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant on the side of the setup","Yes",""
"585","DSC_9181",406,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",47.818,47.403,46.459,"",NA,""
"586","DSC_9181",409,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"587","DSC_9181",412,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry","No",""
"588","DSC_9181",415,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry","No",""
"589","DSC_9181",418,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry","No",""
"590","DSC_9181",421,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry","No",""
"591","DSC_9181",424,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"592","DSC_9181",427,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"593","DSC_9181",430,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"594","DSC_9181",433,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"595","DSC_9181",436,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"596","DSC_9181",439,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",47.199,46.148,46.997,"",NA,""
"597","DSC_9181",442,"9/9/2024","C5F24","11/15/2025","Control","2024","Chinmay",474,732.54,"Right","Correct","No",NA,NA,NA,"Ant very blurry",NA,""
"598","DSC_9232",8676,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"599","DSC_9232",8679,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"600","DSC_9232",8682,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"601","DSC_9232",8685,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways","No",""
"602","DSC_9232",8688,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"603","DSC_9232",8691,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"604","DSC_9232",8694,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"605","DSC_9232",8697,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"606","DSC_9232",8700,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry",NA,""
"607","DSC_9232",8703,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",42.515,40.958,39.447,"",NA,""
"608","DSC_9232",8706,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",31.413,33.69,33.353,"",NA,""
"609","DSC_9232",8709,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant very blurry","No",""
"610","DSC_9232",8712,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",38.157,40.59,39.22,"",NA,""
"611","DSC_9232",8715,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"612","DSC_9232",8718,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"613","DSC_9232",8721,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
"614","DSC_9232",8724,"9/16/2024","C2F24","4/19/2025","Control","2024","Tiffany",520,803.63,"Right","Correct","Yes",NA,NA,NA,"Ant not completely sideways",NA,""
